id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,#country+code,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
120816,IRN-1990-1-260-10000,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 20/4,,,,KDPI,1,Sardasht town,Sardasht,West Azarbaijan province,Sardasht county,36.155278,45.478889,POINT (45.478889 36.155278),181891,Iran,IRN,630,Middle East,1,1,1990-04-17 00:00:00.000,1990-04-17 00:00:00.000,0,0,0,0,0,4,0,630,
115843,IRN-1990-1-260-2,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 25/5,,,,KDPI,1,Urmia town,Orumiyeh,West Azarbaijan province,Urmia county,37.555278,45.072500,POINT (45.0725 37.555278),184051,Iran,IRN,630,Middle East,1,1,1990-05-18 00:00:00.000,1990-05-18 00:00:00.000,0,1,0,0,1,15,1,630,
115822,IRN-1990-1-260-4,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 14/6,,,,KDPI,1,Naqadeh town,"near Piranshahr to the nearby town of Naqadeh, 580 km (360 miles) northwest of Tehran",West Azarbaijan province,Naqadeh county,36.955278,45.388056,POINT (45.388056 36.955278),182611,Iran,IRN,630,Middle East,1,2,1990-06-05 00:00:00.000,1990-06-10 00:00:00.000,0,2,0,0,2,50,2,630,
115821,IRN-1990-1-260-3,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 9/6,,,,KDPI,1,Sardasht town,near Sardasht,West Azarbaijan province,Sardasht county,36.155278,45.478889,POINT (45.478889 36.155278),181891,Iran,IRN,630,Middle East,1,1,1990-06-07 00:00:00.000,1990-06-07 00:00:00.000,0,1,0,0,1,2,1,630,
115844,IRN-1990-1-260-5,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 20/6,,,,"KDPI, government",2,Javanrud town,"near Javanrud, 500 km (310 miles) southwest of Tehran",Bakhtaran province,Javanrud county,34.806667,46.488611,POINT (46.488611 34.806667),179733,Iran,IRN,630,Middle East,2,2,1990-06-16 00:00:00.000,1990-06-20 00:00:00.000,0,0,0,18,18,22,18,630,
115494,IRN-1990-1-260-6.1,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters News,1990-06-20,IRAN, KURDISH REBELS REPORT BATTLES IN WESTERN IRAN.""",Reuters News,1990-06-20,"IRAN, KURDISH REBELS REPORT BATTLES IN WESTERN IRAN.",KDPI,2,Saqqez town,near the towns of Saqqez and Oshnoviyeh,Kordestan province,Saqqez county,36.246389,46.266389,POINT (46.266389 36.246389),181893,Iran,IRN,630,Middle East,2,2,1990-06-16 00:00:00.000,1990-06-20 00:00:00.000,0,1,0,0,1,1,1,630,
120886,IRN-1990-1-260-6.2,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters News,1990-06-20,IRAN, KURDISH REBELS REPORT BATTLES IN WESTERN IRAN.""",Reuters News,1990-06-20,"IRAN, KURDISH REBELS REPORT BATTLES IN WESTERN IRAN.",KDPI,2,Oshnoviyeh town,near the towns of Saqqez and Oshnoviyeh,West Azarbaijan province,Oshnoviyeh county,37.039700,45.098300,POINT (45.0983 37.0397),183331,Iran,IRN,630,Middle East,2,2,1990-06-16 00:00:00.000,1990-06-20 00:00:00.000,0,1,0,0,1,1,1,630,
115501,IRN-1990-1-260-7,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 29/6,,,,KDPI,2,Sardasht town,Niskawa near Sardasht,West Azarbaijan province,Sardasht county,36.155278,45.478889,POINT (45.478889 36.155278),181891,Iran,IRN,630,Middle East,1,1,1990-06-26 00:00:00.000,1990-06-26 00:00:00.000,0,0,0,0,0,1,0,630,
115841,IRN-1990-1-260-8.1,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters News,1990-07-12,KURDISH GUERRILLAS CLAIM TO KILL 175 IRANIAN TROOPS.""",Reuters News,1990-07-12,KURDISH GUERRILLAS CLAIM TO KILL 175 IRANIAN TROOPS.,KDPI,2,Mahabad town,"near the Kurdish towns of Mahabad, Peranshahr, Saqqez and Oshinowyeh",West Azarbaijan province,Mahabad county,36.763056,45.722222,POINT (45.722222 36.763056),182612,Iran,IRN,630,Middle East,2,2,1990-07-06 00:00:00.000,1990-07-10 00:00:00.000,0,2,0,0,2,45,2,630,
121006,IRN-1990-1-260-8.2,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters News,1990-07-12,KURDISH GUERRILLAS CLAIM TO KILL 175 IRANIAN TROOPS.""",Reuters News,1990-07-12,KURDISH GUERRILLAS CLAIM TO KILL 175 IRANIAN TROOPS.,KDPI,2,Saqqez town,"near the Kurdish towns of Mahabad, Peranshahr, Saqqez and Oshinowyeh",Kordestan province,Saqqez county,36.246389,46.266389,POINT (46.266389 36.246389),181893,Iran,IRN,630,Middle East,2,2,1990-07-06 00:00:00.000,1990-07-10 00:00:00.000,0,2,0,0,2,45,1,630,
121007,IRN-1990-1-260-8.3,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters News,1990-07-12,KURDISH GUERRILLAS CLAIM TO KILL 175 IRANIAN TROOPS.""",Reuters News,1990-07-12,KURDISH GUERRILLAS CLAIM TO KILL 175 IRANIAN TROOPS.,KDPI,2,Oshnoviyeh town,"near the Kurdish towns of Mahabad, Peranshahr, Saqqez and Oshinowyeh",West Azarbaijan province,Oshnoviyeh county,37.039700,45.098300,POINT (45.0983 37.0397),183331,Iran,IRN,630,Middle East,2,2,1990-07-06 00:00:00.000,1990-07-10 00:00:00.000,0,2,0,0,2,44,2,630,
121008,IRN-1990-1-260-8.4,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters News,1990-07-12,KURDISH GUERRILLAS CLAIM TO KILL 175 IRANIAN TROOPS.""",Reuters News,1990-07-12,KURDISH GUERRILLAS CLAIM TO KILL 175 IRANIAN TROOPS.,KDPI,2,Piranshahr town,"near the Kurdish towns of Mahabad, Peranshahr, Saqqez and Oshinowyeh",West Azarbaijan province,Piranshahr county,36.694444,45.141667,POINT (45.141667 36.694444),182611,Iran,IRN,630,Middle East,2,2,1990-07-06 00:00:00.000,1990-07-10 00:00:00.000,0,1,0,0,1,45,2,630,
115502,IRN-1990-1-260-9,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 21/7,,,,KDPI,5,Northern Iran,northern Iran,,,37.323220,48.041134,POINT (48.041134 37.32322),183337,Iran,IRN,630,Middle East,2,2,1990-07-16 00:00:00.000,1990-07-21 00:00:00.000,0,0,0,0,0,20,0,630,
115842,IRN-1990-1-260-10,1990,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 17/8,,,,KDPI,5,Northern Iran,northern Iran,,,37.323220,48.041134,POINT (48.041134 37.32322),183337,Iran,IRN,630,Middle East,2,2,1990-08-13 00:00:00.000,1990-08-17 00:00:00.000,0,0,0,0,0,40,0,630,
115812,IRN-1991-1-260-1,1991,0,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 14/1,,,,,1,Sanadaj town,Sanandaj,Kordestan province,Sanandaj county,35.314444,46.992222,POINT (46.992222 35.314444),180454,Iran,IRN,630,Middle East,1,1,1991-01-14 00:00:00.000,1991-01-14 00:00:00.000,0,0,0,0,0,7,0,630,
157459,IRN-1993-1-260-3,1993,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,3,"""Reuters,1993-03-13,reuters"";""Reuters,1993-03-13,reuters"";""Reuters,1993-03-16,reuters""",Reuters;Reuters;Reuters,1993-03-13;1993-03-13;1993-03-16,reuters;reuters;reuters,"KDPI, MSF",5,Iran-Iraq border,near Iran border,,,34.102554,45.508912,POINT (45.508912 34.102554),179012,Iran,IRN,630,Middle East,1,1,1993-03-13 00:00:00.000,1993-03-13 00:00:00.000,0,4,6,0,10,10,10,630,
157462,IRN-1993-1-260-6,1993,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters,1993-09-03,r""",Reuters,1993-09-03,r,,1,Sardasht town,"Sardasht, 550 km (340 miles) west of Tehran",West Azarbaijan province,Sardasht county,36.155278,45.478889,POINT (45.478889 36.155278),181891,Iran,IRN,630,Middle East,1,1,1993-08-28 00:00:00.000,1993-08-28 00:00:00.000,2,0,0,0,2,2,2,630,
157464,IRN-1993-1-260-7,1993,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters,1993-09-03,r""",Reuters,1993-09-03,r,,2,Marivan town,near Marivan about 100 km (60 miles) to the southeast,Kordestan province,Mariavan county,35.526944,46.176389,POINT (46.176389 35.526944),181173,Iran,IRN,630,Middle East,1,1,1993-08-28 00:00:00.000,1993-08-28 00:00:00.000,1,0,0,1,2,2,2,630,
157465,IRN-1993-1-260-8,1993,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters,1993-09-16,reuters""",Reuters,1993-09-16,reuters,,5,Iran-Turkey border,"a highway junction near Iran's border with Iraq and Turkey, 620 km (390 miles) northwest of Tehran",,,38.624238,44.321608,POINT (44.321608 38.624238),185489,Iran,IRN,630,Middle East,2,2,1993-09-11 00:00:00.000,1993-09-12 00:00:00.000,0,1,68,0,69,69,69,630,
157466,IRN-1993-1-260-9.1,1993,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters,1993-09-27,re""",Reuters,1993-09-27,re,,2,Paveh village,"near the towns of Paveh, Sardasht and Baneh near the Iraqi border",Kermanshah province,Paveh county,35.043333,46.356389,POINT (46.356389 35.043333),180453,Iran,IRN,630,Middle East,2,2,1993-09-23 00:00:00.000,1993-09-24 00:00:00.000,0,0,6,0,6,5,5,630,
157467,IRN-1993-1-260-9.2,1993,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters,1993-09-27,re""",Reuters,1993-09-27,re,,2,Sardasht town,"near the towns of Paveh, Sardasht and Baneh near the Iraqi border",West Azarbaijan province,Sardasht county,36.155278,45.478889,POINT (45.478889 36.155278),181891,Iran,IRN,630,Middle East,2,2,1993-09-23 00:00:00.000,1993-09-24 00:00:00.000,0,0,5,0,5,6,5,630,
157468,IRN-1993-1-260-9.3,1993,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters,1993-09-27,re""",Reuters,1993-09-27,re,,2,Baneh town,"near the towns of Paveh, Sardasht and Baneh near the Iraqi border",Kordestan province,Baneh county,35.997500,45.885278,POINT (45.885278 35.9975),181172,Iran,IRN,630,Middle East,2,2,1993-09-23 00:00:00.000,1993-09-24 00:00:00.000,0,0,5,0,5,5,6,630,
115799,IRN-1994-1-260-2,1994,0,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""BBC Monitoring Service: Middle East,1994-04-18,PUK RADIO REPORTS IRANIAN SHELLING OF BORDER AREA IN SULAYMANIAH GOVERNORATE.""",BBC Monitoring Service: Middle East,1994-04-18,PUK RADIO REPORTS IRANIAN SHELLING OF BORDER AREA IN SULAYMANIAH GOVERNORATE.,KDPI,5,Iran-Iraq border,Kanisan [phonetic] border area,,,34.102554,45.508912,POINT (45.508912 34.102554),179012,Iran,IRN,630,Middle East,1,2,1994-04-08 00:00:00.000,1994-04-09 00:00:00.000,0,0,0,1,1,1,1,630,
115805,IRN-1994-1-260-4,1994,0,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,"r 22/8, r 1/9",,,,KDPI,2,Mahabad town,"near Mahabad, a Kurdish city 540 km (340 miles) northwest of Tehran",West Azarbaijan province,Mahabad county,36.763056,45.722222,POINT (45.722222 36.763056),182612,Iran,IRN,630,Middle East,1,1,1994-08-17 00:00:00.000,1994-08-17 00:00:00.000,15,0,0,0,15,15,15,630,
115773,IRN-1995-1-260-1,1995,0,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 11/9,,,,KDPI,6,Iran,,,,32.000000,53.000000,POINT (53 32),176147,Iran,IRN,630,Middle East,2,5,1995-08-01 00:00:00.000,1995-09-11 00:00:00.000,0,2,0,0,2,13,2,630,
115779,IRN-1995-1-260-2.1,1995,0,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 4/12,,,,KDPI,1,Baneh town,town of Baneh near the border to Iraq,Kordestan province,Baneh county,35.997500,45.885278,POINT (45.885278 35.9975),181172,Iran,IRN,630,Middle East,1,2,1995-11-15 00:00:00.000,1995-11-18 00:00:00.000,0,0,0,8,8,7,8,630,
120805,IRN-1995-1-260-2.2,1995,0,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 4/12,,,,KDPI,2,Mahabad town,around the Kurdish city of Mahabad,West Azarbaijan province,Mahabad county,36.763056,45.722222,POINT (45.722222 36.763056),182612,Iran,IRN,630,Middle East,1,2,1995-11-15 00:00:00.000,1995-11-18 00:00:00.000,0,0,0,7,7,8,7,630,
120836,IRN-1996-1-260-10009,1996,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,r 1/7,,,,,2,Saqqez town,"Saqqez, a town in Iranian Kurdistan",Kordestan province,Saqqez county,36.246389,46.266389,POINT (46.266389 36.246389),181893,Iran,IRN,630,Middle East,2,4,1996-06-23 00:00:00.000,1996-06-30 00:00:00.000,2,1,0,0,3,3,3,630,
115608,IRN-1996-1-260-2,1996,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,-1,R 28/7,,,,,5,Northern Iran-Iraq border,on the border with Iraq,,,35.736710,46.274843,POINT (46.274843 35.73671),181173,Iran,IRN,630,Middle East,1,2,1996-07-27 00:00:00.000,1996-07-28 00:00:00.000,0,0,0,8,8,8,8,630,
115611,IRN-1996-1-260-4,1996,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Reuters News,1996-07-29,Iran forces end north Iraq operation - IRNA.""",Reuters News,1996-07-29,Iran forces end north Iraq operation - IRNA.,"government statement, KDPI",5,Northern Iran-Iraq border,northern Iraq,,,35.736710,46.274843,POINT (46.274843 35.73671),181173,Iran,IRN,630,Middle East,2,2,1996-07-27 00:00:00.000,1996-07-28 00:00:00.000,2,3,0,7,12,14,12,630,
242052,IRN-2016-1-406-1,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,2,"""Daily Sabah,2016-05-05,Ten Iranian soldiers killed in clashes with Kurdish militants near Iraq border"";""CTC Sentinel,2017-05-04,IRANIAN KURDISH MILITIAS: TERRORIST-INSURGENTS, ETHNO FREEDOM FIGHTERS, OR KNIGHTS ON THE REGIONAL CHESSBOARD?""",Daily Sabah;CTC Sentinel,2016-05-05;2017-05-04,"Ten Iranian soldiers killed in clashes with Kurdish militants near Iraq border;IRANIAN KURDISH MILITIAS: TERRORIST-INSURGENTS, ETHNO FREEDOM FIGHTERS, OR KNIGHTS ON THE REGIONAL CHESSBOARD?","Mohamed Salih, a member of the Democratic Party of Iranian Kurdistan, An Iranian official",1,Sardasht town,Sardasht in western Iran,West Azarbaijan province,Sardasht county,36.155278,45.478889,POINT (45.478889 36.155278),181891,Iran,IRN,630,Middle East,1,1,2016-05-03 00:00:00.000,2016-05-03 00:00:00.000,2,0,0,0,2,10,2,630,
224212,IRN-2016-1-406-0,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,4,"""Xinhua News Agency,2016-06-16,2nd LD: Iran's IRGC says busts two ""terrorist"" cells, kills 12"";""Xinhua News Agency,2016-06-16,Xinhua Middle East news summary at 2400 GMT, June 16"";""CTC Sentinel,2017-05-04,IRANIAN KURDISH MILITIAS: TERRORIST-INSURGENTS, ETHNO FREEDOM FIGHTERS, OR KNIGHTS ON THE REGIONAL CHESSBOARD?"";""Rudaw,2016-07-18,KDPI: 6 Peshmerga killed in clashes with Iranian army in Shno""",Xinhua News Agency;Xinhua News Agency;CTC Sentinel;Rudaw,2016-06-16;2016-06-16;2017-05-04;2016-07-18,"2nd LD: Iran's IRGC says busts two ""terrorist"" cells, kills 12;Xinhua Middle East news summary at 2400 GMT, June 16;IRANIAN KURDISH MILITIAS: TERRORIST-INSURGENTS, ETHNO FREEDOM FIGHTERS, OR KNIGHTS ON THE REGIONAL CHESSBOARD?;KDPI: 6 Peshmerga killed in clashes with Iranian army in Shno",Iran's Islamic Revolution Guards Corps; KDPI,2,Oshnoviyeh town,"Qereseqe village, near Shno (Oshnavieh), northwestern Iran",West Azarbaijan province,Oshnoviyeh county,37.039700,45.098300,POINT (45.0983 37.0397),183331,Iran,IRN,630,Middle East,1,2,2016-06-15 00:00:00.000,2016-06-17 00:00:00.000,3,6,0,0,9,32,9,630,
224224,IRN-2016-1-406-2,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,2,"""Associated Press Newswires,2016-06-28,Iran's Guard clashes with Kurds, 14 dead"";""BBC News,2016-06-29,Iran forces 'kill Kurdish rebels on Iraq border'""",Associated Press Newswires;BBC News,2016-06-28;2016-06-29,"Iran's Guard clashes with Kurds, 14 dead;Iran forces 'kill Kurdish rebels on Iraq border'",Iran's Revolutionary Guards; Fars news agency,3,Sarvabad county,Sarvabad province,Kordestan province,Sarvabad county,35.250000,46.333333,POINT (46.333333 35.25),180453,Iran,IRN,630,Middle East,2,2,2016-06-25 00:00:00.000,2016-06-28 00:00:00.000,3,0,0,0,3,3,3,630,
242063,IRN-2016-1-406-3,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,2,"""BBC News,2016-06-29,Iran forces 'kill Kurdish rebels on Iraq border'"";""Associated Press Newswires,2016-06-25,Iranian forces clash with Kurdish separatists, killing 5""",BBC News;Associated Press Newswires,2016-06-29;2016-06-25,"Iran forces 'kill Kurdish rebels on Iraq border';Iranian forces clash with Kurdish separatists, killing 5",PDKI,2,Marivan town,"Dorow village, near the town of Marivan",Kordestan province,Marivan county,35.526944,46.176389,POINT (46.176389 35.526944),181173,Iran,IRN,630,Middle East,1,1,2016-06-25 00:00:00.000,2016-06-25 00:00:00.000,0,2,0,0,2,6,2,630,
242064,IRN-2016-1-406-4,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""BBC News,2016-06-29,Iran forces 'kill Kurdish rebels on Iraq border'""",BBC News,2016-06-29,Iran forces 'kill Kurdish rebels on Iraq border',PDKI,3,Marivan county,"mountains of Koslan, in the Marivan region",Kordestan province,Marivan county,35.583333,46.250000,POINT (46.25 35.583333),181173,Iran,IRN,630,Middle East,1,1,2016-06-25 00:00:00.000,2016-06-25 00:00:00.000,0,0,0,0,0,2,0,630,
242065,IRN-2016-1-406-5,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""BBC News,2016-06-29,Iran forces 'kill Kurdish rebels on Iraq border'""",BBC News,2016-06-29,Iran forces 'kill Kurdish rebels on Iraq border',kdpi,4,Kordestan province,Kordestan province,Kordestan province,,35.311300,46.996000,POINT (46.996 35.3113),180454,Iran,IRN,630,Middle East,1,1,2016-06-26 00:00:00.000,2016-06-26 00:00:00.000,0,1,0,0,1,20,1,630,
227416,IRN-2016-1-406-6,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,2,"""Associated Press Newswires,2016-07-07,Iran: forces kill 2 Kurdish insurgents who were on the run"";""Rudaw,2016-07-08,Two KDPI Peshmerga killed in clashes with Iranian forces""",Associated Press Newswires;Rudaw,2016-07-07;2016-07-08,Iran: forces kill 2 Kurdish insurgents who were on the run;Two KDPI Peshmerga killed in clashes with Iranian forces,Fars news agency; KDPI,3,Sarvabad county,"Boriar village, Sawlawa, in Iran's western Kurdistan province",Kordestan province,Sarvabad county,35.250000,46.333333,POINT (46.333333 35.25),180453,Iran,IRN,630,Middle East,1,1,2016-07-05 00:00:00.000,2016-07-05 00:00:00.000,0,2,0,0,2,2,2,630,
229529,IRN-2016-1-260-0,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,2,"""Agence France Presse,2016-09-07,8 Kurdish rebels killed in northwest Iran: state media"";""Rudaw,2016-09-07,At least two Iranian Kurdish Peshmerga killed in clashes with gov't forces""",Agence France Presse;Rudaw,2016-09-07;2016-09-07,8 Kurdish rebels killed in northwest Iran: state media;At least two Iranian Kurdish Peshmerga killed in clashes with gov't forces,KDP-I statement; state media,2,Sardasht town,"Sardasht (near), West Azerbaijan",West Azarbaijan province,Sardasht county,36.155278,45.478889,POINT (45.478889 36.155278),181891,Iran,IRN,630,Middle East,1,2,2016-09-06 00:00:00.000,2016-09-07 00:00:00.000,0,2,0,0,2,10,2,630,
229530,IRN-2016-1-260-1,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,2,"""Rudaw,2016-09-19,Two Iranian soldiers killed in clashes in West Azerbaijan"";""BBC Monitoring Newsfile,2016-09-19,Iranian Guards kill three Kurds, disband ""terrorist"" group - website""",Rudaw;BBC Monitoring Newsfile,2016-09-19;2016-09-19,"Two Iranian soldiers killed in clashes in West Azerbaijan;Iranian Guards kill three Kurds, disband ""terrorist"" group - website",Rajanews website,5,Road between Piranshahr town and Sardasht town,Piranshahr-Sardasht road in West Azarbayjan Province,West Azarbaijan province,,36.425809,45.355455,POINT (45.355455 36.425809),181891,Iran,IRN,630,Middle East,1,1,2016-09-18 00:00:00.000,2016-09-18 00:00:00.000,0,0,0,0,0,5,0,630,
242067,IRN-2016-1-406-8,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Rudaw,2016-09-24,PDKI Peshmerga wounded in clashes with Iranian forces dies of his injuries""",Rudaw,2016-09-24,PDKI Peshmerga wounded in clashes with Iranian forces dies of his injuries,KDPI,3,Piranshahr county,Mokrian region of Iranian Kurdistan,West Azarbaijan province,Piranshahr county,36.700000,45.166667,POINT (45.166667 36.7),182611,Iran,IRN,630,Middle East,1,1,2016-09-18 00:00:00.000,2016-09-18 00:00:00.000,0,1,0,0,1,1,1,630,
242071,IRN-2016-1-406-9,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""ARA News,2016-09-25,Dozens of Iranian Revolutionary Guards killed in Kurdish attack""",ARA News,2016-09-25,Dozens of Iranian Revolutionary Guards killed in Kurdish attack,KDPI,1,Piranshahr town,Piranshahr town,West Azarbaijan province,Piranshahr county,36.694444,45.141667,POINT (45.141667 36.694444),182611,Iran,IRN,630,Middle East,1,1,2016-09-24 00:00:00.000,2016-09-24 00:00:00.000,0,0,0,0,0,30,0,630,
242079,IRN-2016-1-406-10,2016,1,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Rudaw,2016-10-15,Kurdish armed group claims it killed 8 Iranian security forces in clashes""",Rudaw,2016-10-15,Kurdish armed group claims it killed 8 Iranian security forces in clashes,KDPI,3,Saqqez county,"Kota Rash in Saghez, Kurdistan province",Kordestan province,Saqqez county,36.166670,46.333330,POINT (46.33333 36.16667),181893,Iran,IRN,630,Middle East,1,1,2016-10-14 00:00:00.000,2016-10-14 00:00:00.000,0,0,0,0,0,8,0,630,
242050,IRN-2017-1-406-0,2017,0,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,2,"""Agence France Presse,2017-08-06,Two rebels killed in Iran border clash: Revolutionary Guards"";""Rudaw,2017-08-09,Kurdish party reports resumed clashes with Iranian forces""",Agence France Presse;Rudaw,2017-08-06;2017-08-09,Two rebels killed in Iran border clash: Revolutionary Guards;Kurdish party reports resumed clashes with Iranian forces,"western Azerbaijan province, HDKA military commission",2,Piranshahr town,"western Azerbaijan province

///

Piranshar, Rostam Jahangiri",West Azarbaijan province,Piranshahr county,36.694444,45.141667,POINT (45.141667 36.694444),182611,Iran,IRN,630,Middle East,1,2,2017-08-03 00:00:00.000,2017-08-05 00:00:00.000,0,2,0,0,2,5,2,630,
252949,IRN-2017-1-406-1,2017,0,Clear,1,205,205,Iran: Kurdistan,406,406,Government of Iran - KDPI,114,114,Government of Iran,164,164,KDPI,1,"""Rudaw,2017-08-09,Kurdish party reports resumed clashes with Iranian forces""",Rudaw,2017-08-09,Kurdish party reports resumed clashes with Iranian forces,KDPI,2,Piranshahr town,"village of Tirkashi, near Piranshahr",West Azarbaijan province,Piranshahr county,36.694444,45.141667,POINT (45.141667 36.694444),182611,Iran,IRN,630,Middle East,1,1,2017-08-09 00:00:00.000,2017-08-09 00:00:00.000,0,0,0,0,0,2,0,630,
